"Posição","Nome","Localidade","2003","Unidade","Multiplicador"
"1.2","Limite superior","Saboeiro","83.98","%",1
"1.2","Limite superior","Salitre","75.90","%",1
"1.2","Limite superior","Santana do Acaraú","62.58","%",1
"1.2","Limite superior","Santana do Cariri","76.39","%",1
"1.2","Limite superior","Santa Quitéria","67.51","%",1
"1.2","Limite superior","São Benedito","60.85","%",1
"1.2","Limite superior","São Gonçalo do Amarante","64.99","%",1
"1.2","Limite superior","São João do Jaguaribe","40.67","%",1
"1.2","Limite superior","São Luís do Curu","62.12","%",1
"1.2","Limite superior","Senador Pompeu","62.96","%",1
"1.2","Limite superior","Senador Sá","82.06","%",1
"1.2","Limite superior","Sobral","54.15","%",1
"1.2","Limite superior","Solonópole","62.14","%",1
"1.2","Limite superior","Tabuleiro do Norte","45.62","%",1
"1.2","Limite superior","Tamboril","57.03","%",1
"1.2","Limite superior","Tarrafas","73.18","%",1
"1.2","Limite superior","Tauá","63.01","%",1
"1.2","Limite superior","Tejuçuoca","73.11","%",1
"1.2","Limite superior","Tianguá","57.26","%",1
"1.2","Limite superior","Trairi","62.51","%",1
"1.2","Limite superior","Tururu","70.49","%",1
"1.2","Limite superior","Ubajara","54.83","%",1
"1.2","Limite superior","Umari","67.82","%",1
"1.2","Limite superior","Umirim","71.96","%",1
"1.2","Limite superior","Uruburetama","68.69","%",1
"1.2","Limite superior","Uruoca","68.96","%",1
"1.2","Limite superior","Varjota","67.71","%",1
"1.2","Limite superior","Várzea Alegre","67.72","%",1
"1.2","Limite superior","Viçosa do Ceará","66.11","%",1
"2","Incidência da pobreza subjetiva","Abaiara","70.25","%",1
"2","Incidência da pobreza subjetiva","Acarape","65.27","%",1
"2","Incidência da pobreza subjetiva","Acaraú","72.08","%",1
"2","Incidência da pobreza subjetiva","Acopiara","74.04","%",1
"2","Incidência da pobreza subjetiva","Aiuaba","77.13","%",1
"2","Incidência da pobreza subjetiva","Alcântaras","61.27","%",1
"2","Incidência da pobreza subjetiva","Altaneira","77.86","%",1
"2","Incidência da pobreza subjetiva","Alto Santo","68.19","%",1
"2","Incidência da pobreza subjetiva","Amontada","77.05","%",1
"2","Incidência da pobreza subjetiva","Antonina do Norte","79.69","%",1
"2","Incidência da pobreza subjetiva","Apuiarés","67.65","%",1
"2","Incidência da pobreza subjetiva","Aquiraz","59.93","%",1
"2","Incidência da pobreza subjetiva","Aracati","54.20","%",1
"2","Incidência da pobreza subjetiva","Aracoiaba","70.12","%",1
"2","Incidência da pobreza subjetiva","Ararendá","74.70","%",1
"2","Incidência da pobreza subjetiva","Araripe","79.14","%",1
"2","Incidência da pobreza subjetiva","Aratuba","65.06","%",1
"2","Incidência da pobreza subjetiva","Arneiroz","74.45","%",1
"2","Incidência da pobreza subjetiva","Assaré","71.98","%",1
"2","Incidência da pobreza subjetiva","Aurora","58.38","%",1
"2","Incidência da pobreza subjetiva","Baixio","62.95","%",1
"2","Incidência da pobreza subjetiva","Banabuiú","64.10","%",1
"2","Incidência da pobreza subjetiva","Barbalha","57.46","%",1
"2","Incidência da pobreza subjetiva","Barreira","64.69","%",1
"2","Incidência da pobreza subjetiva","Barro","64.44","%",1
"2","Incidência da pobreza subjetiva","Barroquinha","70.61","%",1
"2","Incidência da pobreza subjetiva","Baturité","60.36","%",1
"2","Incidência da pobreza subjetiva","Beberibe","67.02","%",1
"2","Incidência da pobreza subjetiva","Bela Cruz","73.53","%",1
"2","Incidência da pobreza subjetiva","Boa Viagem","72.15","%",1
"2","Incidência da pobreza subjetiva","Brejo Santo","61.52","%",1
"2","Incidência da pobreza subjetiva","Camocim","66.26","%",1
"2","Incidência da pobreza subjetiva","Campos Sales","64.91","%",1
"2","Incidência da pobreza subjetiva","Canindé","68.50","%",1
"2","Incidência da pobreza subjetiva","Capistrano","74.02","%",1
"2","Incidência da pobreza subjetiva","Caridade","73.90","%",1
"2","Incidência da pobreza subjetiva","Cariré","73.52","%",1
"2","Incidência da pobreza subjetiva","Caririaçu","71.24","%",1
"2","Incidência da pobreza subjetiva","Cariús","70.64","%",1
"2","Incidência da pobreza subjetiva","Carnaubal","65.99","%",1
"2","Incidência da pobreza subjetiva","Cascavel","63.23","%",1
"2","Incidência da pobreza subjetiva","Catarina","72.69","%",1
"2","Incidência da pobreza subjetiva","Catunda","72.04","%",1
"2","Incidência da pobreza subjetiva","Caucaia","42.13","%",1
"2","Incidência da pobreza subjetiva","Cedro","64.92","%",1
"2","Incidência da pobreza subjetiva","Chaval","68.54","%",1
"2","Incidência da pobreza subjetiva","Choró","80.94","%",1
"2","Incidência da pobreza subjetiva","Chorozinho","59.34","%",1
"2","Incidência da pobreza subjetiva","Coreaú","67.53","%",1
"2","Incidência da pobreza subjetiva","Crateús","58.15","%",1
"2","Incidência da pobreza subjetiva","Crato","46.60","%",1
"2","Incidência da pobreza subjetiva","Croatá","74.39","%",1
"2","Incidência da pobreza subjetiva","Cruz","68.38","%",1
"2","Incidência da pobreza subjetiva","Deputado Irapuan Pinheiro","68.88","%",1
"2","Incidência da pobreza subjetiva","Ereré","78.92","%",1
"2","Incidência da pobreza subjetiva","Eusébio","64.19","%",1
"2","Incidência da pobreza subjetiva","Farias Brito","71.39","%",1
"2","Incidência da pobreza subjetiva","Forquilha","65.53","%",1
"2","Incidência da pobreza subjetiva","Fortaleza","31.12","%",1
"2","Incidência da pobreza subjetiva","Fortim","68.70","%",1
"2","Incidência da pobreza subjetiva","Frecheirinha","67.73","%",1
"2","Incidência da pobreza subjetiva","General Sampaio","70.50","%",1
"2","Incidência da pobreza subjetiva","Graça","77.94","%",1
"2","Incidência da pobreza subjetiva","Granja","74.49","%",1
"2","Incidência da pobreza subjetiva","Granjeiro","77.17","%",1
"2","Incidência da pobreza subjetiva","Groaíras","65.34","%",1
"2","Incidência da pobreza subjetiva","Guaiúba","64.20","%",1
"2","Incidência da pobreza subjetiva","Guaraciaba do Norte","67.88","%",1
"2","Incidência da pobreza subjetiva","Guaramiranga","63.49","%",1
"2","Incidência da pobreza subjetiva","Hidrolândia","69.28","%",1
"2","Incidência da pobreza subjetiva","Horizonte","59.24","%",1
"2","Incidência da pobreza subjetiva","Ibaretama","74.48","%",1
"2","Incidência da pobreza subjetiva","Ibiapina","58.78","%",1
"2","Incidência da pobreza subjetiva","Ibicuitinga","66.39","%",1
"2","Incidência da pobreza subjetiva","Icapuí","53.07","%",1
"2","Incidência da pobreza subjetiva","Icó","65.55","%",1
"2","Incidência da pobreza subjetiva","Iguatu","54.50","%",1
"2","Incidência da pobreza subjetiva","Independência","63.38","%",1
"2","Incidência da pobreza subjetiva","Ipaporanga","73.64","%",1
"2","Incidência da pobreza subjetiva","Ipaumirim","62.22","%",1
"2","Incidência da pobreza subjetiva","Ipu","60.50","%",1
"2","Incidência da pobreza subjetiva","Ipueiras","68.24","%",1
"2","Incidência da pobreza subjetiva","Iracema","65.59","%",1
"2","Incidência da pobreza subjetiva","Irauçuba","70.82","%",1
"2","Incidência da pobreza subjetiva","Itaiçaba","59.39","%",1
"2","Incidência da pobreza subjetiva","Itaitinga","53.73","%",1
"2","Incidência da pobreza subjetiva","Itapajé","61.10","%",1
"2","Incidência da pobreza subjetiva","Itapipoca","64.03","%",1
"2","Incidência da pobreza subjetiva","Itapiúna","73.60","%",1
"2","Incidência da pobreza subjetiva","Itarema","76.61","%",1
"2","Incidência da pobreza subjetiva","Itatira","80.64","%",1
"2","Incidência da pobreza subjetiva","Jaguaretama","67.35","%",1
"2","Incidência da pobreza subjetiva","Jaguaribara","67.44","%",1
"2","Incidência da pobreza subjetiva","Jaguaribe","55.05","%",1
"2","Incidência da pobreza subjetiva","Jaguaruana","62.72","%",1
"2","Incidência da pobreza subjetiva","Jardim","68.36","%",1
"2","Incidência da pobreza subjetiva","Jati","63.48","%",1
"2","Incidência da pobreza subjetiva","Jijoca de Jericoacoara","64.32","%",1
"2","Incidência da pobreza subjetiva","Juazeiro do Norte","51.86","%",1
"2","Incidência da pobreza subjetiva","Jucás","72.16","%",1
"2","Incidência da pobreza subjetiva","Lavras da Mangabeira","65.39","%",1
"2","Incidência da pobreza subjetiva","Limoeiro do Norte","47.20","%",1
"2","Incidência da pobreza subjetiva","Madalena","67.98","%",1
"2","Incidência da pobreza subjetiva","Maracanaú","40.99","%",1
"2","Incidência da pobreza subjetiva","Maranguape","52.67","%",1
"2","Incidência da pobreza subjetiva","Marco","66.36","%",1
"2","Incidência da pobreza subjetiva","Martinópole","69.19","%",1
"2","Incidência da pobreza subjetiva","Massapê","70.06","%",1
"2","Incidência da pobreza subjetiva","Mauriti","70.01","%",1
"2","Incidência da pobreza subjetiva","Meruoca","67.76","%",1
"2","Incidência da pobreza subjetiva","Milagres","62.72","%",1
"2","Incidência da pobreza subjetiva","Milhã","68.55","%",1
"2","Incidência da pobreza subjetiva","Miraíma","79.69","%",1
"2","Incidência da pobreza subjetiva","Missão Velha","63.13","%",1
"2","Incidência da pobreza subjetiva","Mombaça","68.41","%",1
"2","Incidência da pobreza subjetiva","Monsenhor Tabosa","67.51","%",1
"2","Incidência da pobreza subjetiva","Morada Nova","61.20","%",1
"2","Incidência da pobreza subjetiva","Moraújo","60.61","%",1
"2","Incidência da pobreza subjetiva","Morrinhos","68.20","%",1
"2","Incidência da pobreza subjetiva","Mucambo","71.36","%",1
"2","Incidência da pobreza subjetiva","Mulungu","60.67","%",1
"2","Incidência da pobreza subjetiva","Nova Olinda","66.72","%",1
"2","Incidência da pobreza subjetiva","Nova Russas","57.65","%",1
"2","Incidência da pobreza subjetiva","Novo Oriente","76.02","%",1
"2","Incidência da pobreza subjetiva","Ocara","73.96","%",1
"2","Incidência da pobreza subjetiva","Orós","65.94","%",1
"2","Incidência da pobreza subjetiva","Pacajus","55.40","%",1
"2","Incidência da pobreza subjetiva","Pacatuba","44.22","%",1
"2","Incidência da pobreza subjetiva","Pacoti","63.89","%",1
"2","Incidência da pobreza subjetiva","Pacujá","69.56","%",1
"2","Incidência da pobreza subjetiva","Palhano","74.82","%",1
"2","Incidência da pobreza subjetiva","Palmácia","68.20","%",1
"2","Incidência da pobreza subjetiva","Paracuru","64.05","%",1
"2","Incidência da pobreza subjetiva","Paraipaba","62.89","%",1
"2","Incidência da pobreza subjetiva","Parambu","70.83","%",1
"2","Incidência da pobreza subjetiva","Paramoti","76.74","%",1
"2","Incidência da pobreza subjetiva","Pedra Branca","75.45","%",1
"2","Incidência da pobreza subjetiva","Penaforte","58.72","%",1
"2","Incidência da pobreza subjetiva","Pentecoste","61.46","%",1
"2","Incidência da pobreza subjetiva","Pereiro","75.64","%",1
"2","Incidência da pobreza subjetiva","Pindoretama","60.06","%",1
"2","Incidência da pobreza subjetiva","Piquet Carneiro","72.61","%",1
"2","Incidência da pobreza subjetiva","Pires Ferreira","66.61","%",1
"2","Incidência da pobreza subjetiva","Poranga","76.73","%",1
"2","Incidência da pobreza subjetiva","Porteiras","65.95","%",1
"2","Incidência da pobreza subjetiva","Potengi","72.74","%",1
"2","Incidência da pobreza subjetiva","Potiretama","74.15","%",1
"2","Incidência da pobreza subjetiva","Quiterianópolis","60.11","%",1
"2","Incidência da pobreza subjetiva","Quixadá","57.22","%",1
"2","Incidência da pobreza subjetiva","Quixelô","74.97","%",1
"2","Incidência da pobreza subjetiva","Quixeramobim","69.26","%",1
"2","Incidência da pobreza subjetiva","Quixeré","57.89","%",1
"2","Incidência da pobreza subjetiva","Redenção","62.09","%",1
"2","Incidência da pobreza subjetiva","Reriutaba","62.04","%",1
"2","Incidência da pobreza subjetiva","Russas","51.34","%",1
"2","Incidência da pobreza subjetiva","Saboeiro","84.26","%",1
"2","Incidência da pobreza subjetiva","Salitre","80.20","%",1
"2","Incidência da pobreza subjetiva","Santana do Acaraú","65.12","%",1
"2","Incidência da pobreza subjetiva","Santana do Cariri","76.53","%",1
"2","Incidência da pobreza subjetiva","Santa Quitéria","70.38","%",1
"2","Incidência da pobreza subjetiva","São Benedito","64.49","%",1
"2","Incidência da pobreza subjetiva","São Gonçalo do Amarante","59.56","%",1
"2","Incidência da pobreza subjetiva","São João do Jaguaribe","46.82","%",1
"2","Incidência da pobreza subjetiva","São Luís do Curu","62.62","%",1
"2","Incidência da pobreza subjetiva","Senador Pompeu","64.33","%",1
"2","Incidência da pobreza subjetiva","Senador Sá","79.18","%",1
"2","Incidência da pobreza subjetiva","Sobral","50.47","%",1
"2","Incidência da pobreza subjetiva","Solonópole","64.35","%",1
"2","Incidência da pobreza subjetiva","Tabuleiro do Norte","47.57","%",1
"2","Incidência da pobreza subjetiva","Tamboril","60.69","%",1
"2","Incidência da pobreza subjetiva","Tarrafas","77.17","%",1
"2","Incidência da pobreza subjetiva","Tauá","66.02","%",1
"2","Incidência da pobreza subjetiva","Tejuçuoca","77.44","%",1
"2","Incidência da pobreza subjetiva","Tianguá","58.70","%",1
"2","Incidência da pobreza subjetiva","Trairi","69.21","%",1
"2","Incidência da pobreza subjetiva","Tururu","73.56","%",1
"2","Incidência da pobreza subjetiva","Ubajara","58.95","%",1
"2","Incidência da pobreza subjetiva","Umari","69.79","%",1
"2","Incidência da pobreza subjetiva","Umirim","72.12","%",1
"2","Incidência da pobreza subjetiva","Uruburetama","67.83","%",1
"2","Incidência da pobreza subjetiva","Uruoca","70.14","%",1
"2","Incidência da pobreza subjetiva","Varjota","63.96","%",1
"2","Incidência da pobreza subjetiva","Várzea Alegre","69.21","%",1
"2","Incidência da pobreza subjetiva","Viçosa do Ceará","71.41","%",1
"2.1","Limite inferior","Abaiara","66.53","%",1
"2.1","Limite inferior","Acarape","60.89","%",1
"2.1","Limite inferior","Acaraú","69.05","%",1
"2.1","Limite inferior","Acopiara","70.31","%",1
"2.1","Limite inferior","Aiuaba","73.86","%",1
"2.1","Limite inferior","Alcântaras","57.50","%",1
"2.1","Limite inferior","Altaneira","70.75","%",1
"2.1","Limite inferior","Alto Santo","64.78","%",1
"2.1","Limite inferior","Amontada","72.36","%",1
"2.1","Limite inferior","Antonina do Norte","72.13","%",1
"2.1","Limite inferior","Apuiarés","64.65","%",1
"2.1","Limite inferior","Aquiraz","57.36","%",1
"2.1","Limite inferior","Aracati","50.71","%",1
"2.1","Limite inferior","Aracoiaba","66.45","%",1
"2.1","Limite inferior","Ararendá","70.44","%",1
"2.1","Limite inferior","Araripe","75.08","%",1
"2.1","Limite inferior","Aratuba","62.05","%",1
"2.1","Limite inferior","Arneiroz","70.90","%",1
"2.1","Limite inferior","Assaré","68.36","%",1
"2.1","Limite inferior","Aurora","54.72","%",1
"2.1","Limite inferior","Baixio","59.42","%",1
"2.1","Limite inferior","Banabuiú","60.38","%",1
"2.1","Limite inferior","Barbalha","54.42","%",1
"2.1","Limite inferior","Barreira","61.12","%",1
"2.1","Limite inferior","Barro","60.43","%",1
"2.1","Limite inferior","Barroquinha","65.76","%",1
"2.1","Limite inferior","Baturité","57.69","%",1
"2.1","Limite inferior","Beberibe","63.21","%",1
"2.1","Limite inferior","Bela Cruz","70.20","%",1
"2.1","Limite inferior","Boa Viagem","69.51","%",1
"2.1","Limite inferior","Brejo Santo","58.68","%",1
"2.1","Limite inferior","Camocim","63.56","%",1
"2.1","Limite inferior","Campos Sales","61.17","%",1
"2.1","Limite inferior","Canindé","65.64","%",1
"2.1","Limite inferior","Capistrano","69.14","%",1
"2.1","Limite inferior","Caridade","69.98","%",1
"2.1","Limite inferior","Cariré","69.34","%",1
"2.1","Limite inferior","Caririaçu","68.07","%",1
"2.1","Limite inferior","Cariús","67.06","%",1
"2.1","Limite inferior","Carnaubal","62.60","%",1
"2.1","Limite inferior","Cascavel","60.18","%",1
"2.1","Limite inferior","Catarina","68.23","%",1
"2.1","Limite inferior","Catunda","67.78","%",1
"2.1","Limite inferior","Caucaia","39.42","%",1
"2.1","Limite inferior","Cedro","61.96","%",1
"2.1","Limite inferior","Chaval","64.94","%",1
"2.1","Limite inferior","Choró","76.13","%",1
"2.1","Limite inferior","Chorozinho","56.00","%",1
"2.1","Limite inferior","Coreaú","62.03","%",1
"2.1","Limite inferior","Crateús","56.04","%",1
"2.1","Limite inferior","Crato","44.00","%",1
"2.1","Limite inferior","Croatá","70.21","%",1
"2.1","Limite inferior","Cruz","64.26","%",1
"2.1","Limite inferior","Deputado Irapuan Pinheiro","64.52","%",1
"2.1","Limite inferior","Ereré","74.01","%",1
"2.1","Limite inferior","Eusébio","60.06","%",1
"2.1","Limite inferior","Farias Brito","67.46","%",1
"2.1","Limite inferior","Forquilha","61.55","%",1
"2.1","Limite inferior","Fortaleza","26.62","%",1
"2.1","Limite inferior","Fortim","64.99","%",1
"2.1","Limite inferior","Frecheirinha","63.76","%",1
"2.1","Limite inferior","General Sampaio","65.67","%",1
"2.1","Limite inferior","Graça","74.00","%",1
"2.1","Limite inferior","Granja","68.57","%",1
"2.1","Limite inferior","Granjeiro","71.35","%",1
"2.1","Limite inferior","Groaíras","61.69","%",1
"2.1","Limite inferior","Guaiúba","60.14","%",1
"2.1","Limite inferior","Guaraciaba do Norte","64.81","%",1
"2.1","Limite inferior","Guaramiranga","58.33","%",1
"2.1","Limite inferior","Hidrolândia","65.69","%",1
"2.1","Limite inferior","Horizonte","55.02","%",1
"2.1","Limite inferior","Ibaretama","70.72","%",1
"2.1","Limite inferior","Ibiapina","55.59","%",1
"2.1","Limite inferior","Ibicuitinga","63.33","%",1
"2.1","Limite inferior","Icapuí","49.61","%",1
"2.1","Limite inferior","Icó","62.52","%",1
"2.1","Limite inferior","Iguatu","51.64","%",1
"2.1","Limite inferior","Independência","59.92","%",1
"2.1","Limite inferior","Ipaporanga","69.38","%",1
"2.1","Limite inferior","Ipaumirim","58.08","%",1
"2.1","Limite inferior","Ipu","57.97","%",1
"2.1","Limite inferior","Ipueiras","65.71","%",1
"2.1","Limite inferior","Iracema","61.85","%",1
"2.1","Limite inferior","Irauçuba","67.18","%",1
"2.1","Limite inferior","Itaiçaba","54.11","%",1
"2.1","Limite inferior","Itaitinga","50.62","%",1
"2.1","Limite inferior","Itapajé","58.29","%",1
"2.1","Limite inferior","Itapipoca","60.47","%",1
"2.1","Limite inferior","Itapiúna","69.62","%",1
"2.1","Limite inferior","Itarema","72.96","%",1
"2.1","Limite inferior","Itatira","75.38","%",1
"2.1","Limite inferior","Jaguaretama","64.03","%",1
"2.1","Limite inferior","Jaguaribara","63.55","%",1
"2.1","Limite inferior","Jaguaribe","51.90","%",1
"2.1","Limite inferior","Jaguaruana","58.88","%",1
"2.1","Limite inferior","Jardim","64.73","%",1
"2.1","Limite inferior","Jati","59.67","%",1
"2.1","Limite inferior","Jijoca de Jericoacoara","59.13","%",1
"2.1","Limite inferior","Juazeiro do Norte","48.41","%",1
"2.1","Limite inferior","Jucás","68.76","%",1
"2.1","Limite inferior","Lavras da Mangabeira","62.10","%",1
"2.1","Limite inferior","Limoeiro do Norte","44.38","%",1
"2.1","Limite inferior","Madalena","62.55","%",1
"2.1","Limite inferior","Maracanaú","36.96","%",1
"2.1","Limite inferior","Maranguape","48.78","%",1
"2.1","Limite inferior","Marco","61.11","%",1
"2.1","Limite inferior","Martinópole","64.90","%",1
"2.1","Limite inferior","Massapê","66.27","%",1
"2.1","Limite inferior","Mauriti","67.66","%",1
"2.1","Limite inferior","Meruoca","64.56","%",1
"2.1","Limite inferior","Milagres","59.25","%",1
"2.1","Limite inferior","Milhã","64.80","%",1
"2.1","Limite inferior","Miraíma","74.33","%",1
"2.1","Limite inferior","Missão Velha","60.65","%",1
"2.1","Limite inferior","Mombaça","64.77","%",1
"2.1","Limite inferior","Monsenhor Tabosa","64.26","%",1
"2.1","Limite inferior","Morada Nova","58.94","%",1
"2.1","Limite inferior","Moraújo","54.55","%",1
"2.1","Limite inferior","Morrinhos","65.07","%",1
"2.1","Limite inferior","Mucambo","67.35","%",1
"2.1","Limite inferior","Mulungu","56.91","%",1
"2.1","Limite inferior","Nova Olinda","63.60","%",1
"2.1","Limite inferior","Nova Russas","54.60","%",1
"2.1","Limite inferior","Novo Oriente","72.23","%",1
"2.1","Limite inferior","Ocara","70.45","%",1
"2.1","Limite inferior","Orós","62.10","%",1
"2.1","Limite inferior","Pacajus","52.37","%",1
"2.1","Limite inferior","Pacatuba","41.20","%",1
"2.1","Limite inferior","Pacoti","60.26","%",1
"2.1","Limite inferior","Pacujá","65.71","%",1
"2.1","Limite inferior","Palhano","68.43","%",1
"2.1","Limite inferior","Palmácia","64.12","%",1
"2.1","Limite inferior","Paracuru","60.13","%",1
"2.1","Limite inferior","Paraipaba","58.51","%",1
"2.1","Limite inferior","Parambu","65.89","%",1
"2.1","Limite inferior","Paramoti","72.53","%",1
"2.1","Limite inferior","Pedra Branca","71.64","%",1
"2.1","Limite inferior","Penaforte","53.86","%",1
"2.1","Limite inferior","Pentecoste","58.64","%",1
"2.1","Limite inferior","Pereiro","70.36","%",1
"2.1","Limite inferior","Pindoretama","56.95","%",1
"2.1","Limite inferior","Piquet Carneiro","68.36","%",1
"2.1","Limite inferior","Pires Ferreira","62.60","%",1
"2.1","Limite inferior","Poranga","72.98","%",1
"2.1","Limite inferior","Porteiras","62.21","%",1
"2.1","Limite inferior","Potengi","68.22","%",1
"2.1","Limite inferior","Potiretama","69.55","%",1
"2.1","Limite inferior","Quiterianópolis","55.86","%",1
"2.1","Limite inferior","Quixadá","54.49","%",1
"2.1","Limite inferior","Quixelô","70.52","%",1
"2.1","Limite inferior","Quixeramobim","65.44","%",1
"2.1","Limite inferior","Quixeré","54.96","%",1
"2.1","Limite inferior","Redenção","58.62","%",1
"2.1","Limite inferior","Reriutaba","58.44","%",1
"2.1","Limite inferior","Russas","48.10","%",1
"2.1","Limite inferior","Saboeiro","79.21","%",1
"2.1","Limite inferior","Salitre","75.87","%",1
"2.1","Limite inferior","Santana do Acaraú","61.19","%",1
"2.1","Limite inferior","Santana do Cariri","72.52","%",1
"2.1","Limite inferior","Santa Quitéria","67.03","%",1
"2.1","Limite inferior","São Benedito","61.88","%",1
"2.1","Limite inferior","São Gonçalo do Amarante","56.58","%",1
"2.1","Limite inferior","São João do Jaguaribe","43.57","%",1
"2.1","Limite inferior","São Luís do Curu","59.53","%",1
"2.1","Limite inferior","Senador Pompeu","61.23","%",1
"2.1","Limite inferior","Senador Sá","74.17","%",1
"2.1","Limite inferior","Sobral","47.81","%",1
"2.1","Limite inferior","Solonópole","60.74","%",1
"2.1","Limite inferior","Tabuleiro do Norte","44.82","%",1
"2.1","Limite inferior","Tamboril","57.80","%",1
"2.1","Limite inferior","Tarrafas","70.54","%",1
"2.1","Limite inferior","Tauá","63.66","%",1
"2.1","Limite inferior","Tejuçuoca","73.79","%",1
"2.1","Limite inferior","Tianguá","55.62","%",1
"2.1","Limite inferior","Trairi","66.30","%",1
"2.1","Limite inferior","Tururu","68.89","%",1
"2.1","Limite inferior","Ubajara","56.17","%",1
"2.1","Limite inferior","Umari","65.22","%",1
"2.1","Limite inferior","Umirim","67.81","%",1
"2.1","Limite inferior","Uruburetama","63.37","%",1
"2.1","Limite inferior","Uruoca","66.04","%",1
"2.1","Limite inferior","Varjota","59.05","%",1
"2.1","Limite inferior","Várzea Alegre","65.54","%",1
"2.1","Limite inferior","Viçosa do Ceará","67.78","%",1
"2.2","Limite superior","Abaiara","73.97","%",1
"2.2","Limite superior","Acarape","69.64","%",1
"2.2","Limite superior","Acaraú","75.11","%",1
"2.2","Limite superior","Acopiara","77.78","%",1
"2.2","Limite superior","Aiuaba","80.39","%",1
"2.2","Limite superior","Alcântaras","65.05","%",1
"2.2","Limite superior","Altaneira","84.97","%",1
"2.2","Limite superior","Alto Santo","71.59","%",1
"2.2","Limite superior","Amontada","81.74","%",1
"2.2","Limite superior","Antonina do Norte","87.25","%",1
"2.2","Limite superior","Apuiarés","70.65","%",1
"2.2","Limite superior","Aquiraz","62.49","%",1
"2.2","Limite superior","Aracati","57.69","%",1
"2.2","Limite superior","Aracoiaba","73.80","%",1
"2.2","Limite superior","Ararendá","78.96","%",1
"2.2","Limite superior","Araripe","83.20","%",1
"2.2","Limite superior","Aratuba","68.07","%",1
"2.2","Limite superior","Arneiroz","78.00","%",1
"2.2","Limite superior","Assaré","75.59","%",1
"2.2","Limite superior","Aurora","62.04","%",1
"2.2","Limite superior","Baixio","66.48","%",1
"2.2","Limite superior","Banabuiú","67.82","%",1
"2.2","Limite superior","Barbalha","60.50","%",1
"2.2","Limite superior","Barreira","68.25","%",1
"2.2","Limite superior","Barro","68.46","%",1
"2.2","Limite superior","Barroquinha","75.46","%",1
"2.2","Limite superior","Baturité","63.02","%",1
"2.2","Limite superior","Beberibe","70.82","%",1
"2.2","Limite superior","Bela Cruz","76.87","%",1
"2.2","Limite superior","Boa Viagem","74.80","%",1
"2.2","Limite superior","Brejo Santo","64.36","%",1
"2.2","Limite superior","Camocim","68.96","%",1
"2.2","Limite superior","Campos Sales","68.65","%",1
"2.2","Limite superior","Canindé","71.36","%",1
"2.2","Limite superior","Capistrano","78.90","%",1
"2.2","Limite superior","Caridade","77.83","%",1
"2.2","Limite superior","Cariré","77.70","%",1
"2.2","Limite superior","Caririaçu","74.41","%",1
"2.2","Limite superior","Cariús","74.23","%",1
"2.2","Limite superior","Carnaubal","69.37","%",1
"2.2","Limite superior","Cascavel","66.29","%",1
"2.2","Limite superior","Catarina","77.15","%",1
"2.2","Limite superior","Catunda","76.31","%",1
"2.2","Limite superior","Caucaia","44.84","%",1
"2.2","Limite superior","Cedro","67.88","%",1
"2.2","Limite superior","Chaval","72.14","%",1
"2.2","Limite superior","Choró","85.74","%",1
"2.2","Limite superior","Chorozinho","62.67","%",1
"2.2","Limite superior","Coreaú","73.03","%",1
"2.2","Limite superior","Crateús","60.26","%",1
"2.2","Limite superior","Crato","49.20","%",1
"2.2","Limite superior","Croatá","78.56","%",1
"2.2","Limite superior","Cruz","72.51","%",1
"2.2","Limite superior","Deputado Irapuan Pinheiro","73.24","%",1
"2.2","Limite superior","Ereré","83.83","%",1
"2.2","Limite superior","Eusébio","68.31","%",1
"2.2","Limite superior","Farias Brito","75.32","%",1
"2.2","Limite superior","Forquilha","69.50","%",1
"2.2","Limite superior","Fortaleza","35.62","%",1
"2.2","Limite superior","Fortim","72.40","%",1
"2.2","Limite superior","Frecheirinha","71.70","%",1
"2.2","Limite superior","General Sampaio","75.32","%",1
"2.2","Limite superior","Graça","81.87","%",1
"2.2","Limite superior","Granja","80.40","%",1
"2.2","Limite superior","Granjeiro","82.99","%",1
"2.2","Limite superior","Groaíras","68.99","%",1
"2.2","Limite superior","Guaiúba","68.26","%",1
"2.2","Limite superior","Guaraciaba do Norte","70.96","%",1
"2.2","Limite superior","Guaramiranga","68.65","%",1
"2.2","Limite superior","Hidrolândia","72.87","%",1
"2.2","Limite superior","Horizonte","63.47","%",1
"2.2","Limite superior","Ibaretama","78.24","%",1
"2.2","Limite superior","Ibiapina","61.96","%",1
"2.2","Limite superior","Ibicuitinga","69.45","%",1
"2.2","Limite superior","Icapuí","56.53","%",1
"2.2","Limite superior","Icó","68.58","%",1
"2.2","Limite superior","Iguatu","57.35","%",1
"2.2","Limite superior","Independência","66.85","%",1
"2.2","Limite superior","Ipaporanga","77.90","%",1
"2.2","Limite superior","Ipaumirim","66.36","%",1
"2.2","Limite superior","Ipu","63.03","%",1
"2.2","Limite superior","Ipueiras","70.77","%",1
"2.2","Limite superior","Iracema","69.33","%",1
"2.2","Limite superior","Irauçuba","74.45","%",1
"2.2","Limite superior","Itaiçaba","64.67","%",1
"2.2","Limite superior","Itaitinga","56.84","%",1
"2.2","Limite superior","Itapajé","63.90","%",1
"2.2","Limite superior","Itapipoca","67.59","%",1
"2.2","Limite superior","Itapiúna","77.58","%",1
"2.2","Limite superior","Itarema","80.27","%",1
"2.2","Limite superior","Itatira","85.90","%",1
